"ano";"experiencia";"emprego";"cargo";"salario_USD";"pais_empreg";"trab_remoto";"pais_empresa";"tam_empresa"
2022;"SE";"FT";"Data Engineer";78526;"GB";"Não";"GB";"M"
2022;"SE";"FT";"Data Engineer";65438;"GB";"Não";"GB";"M"
2022;"SE";"FT";"Data Scientist";150000;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Scientist";211500;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Architect";192400;"CA";"Sim";"CA";"M"
2022;"SE";"FT";"Data Architect";90700;"CA";"Sim";"CA";"M"
2022;"SE";"FT";"Data Analyst";130000;"CA";"Sim";"CA";"M"
2022;"SE";"FT";"Data Analyst";61300;"CA";"Sim";"CA";"M"
2022;"SE";"FT";"Data Analyst";130000;"CA";"Sim";"CA";"M"
2022;"SE";"FT";"Data Analyst";61300;"CA";"Sim";"CA";"M"
2022;"SE";"FT";"Data Engineer";160000;"US";"Não";"US";"L"
2022;"SE";"FT";"Data Scientist";138600;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";136000;"US";"Não";"US";"M"
2022;"MI";"FT";"Data Analyst";58000;"US";"Não";"US";"S"
2022;"EX";"FT";"Analytics Engineer";135000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";170000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";123000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";189650;"US";"Não";"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";164996;"US";"Não";"US";"M"
2022;"MI";"FT";"ETL Developer";54957;"GR";"Não";"GR";"M"
2022;"MI";"FT";"ETL Developer";54957;"GR";"Não";"GR";"M"
2022;"EX";"FT";"Lead Data Engineer";118187;"CA";"Sim";"CA";"S"
2022;"SE";"FT";"Data Analyst";132000;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Engineer";165400;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Architect";208775;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Architect";147800;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";136994;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";101570;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";128875;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";93700;"US";"Sim";"US";"M"
2022;"EX";"FT";"Head of Machine Learning";79039;"IN";"Parcial";"IN";"L"
2022;"SE";"FT";"Data Engineer";132320;"US";"Sim";"US";"M"
2022;"EN";"FT";"Machine Learning Engineer";37300;"GB";"Sim";"GB";"L"
2022;"SE";"FT";"Data Analyst";164000;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Engineer";155000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Machine Learning Engineer";124333;"GB";"Não";"GB";"M"
2022;"MI";"FT";"Machine Learning Engineer";98158;"GB";"Não";"GB";"M"
2022;"MI";"FT";"AI Scientist";120000;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Analyst";112900;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";90320;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analytics Manager";145000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analytics Manager";105400;"US";"Sim";"US";"M"
2022;"MI";"FT";"Machine Learning Engineer";87932;"FR";"Sim";"DE";"M"
2022;"MI";"FT";"Data Engineer";117789;"GB";"Não";"GB";"M"
2022;"SE";"FT";"Data Scientist";215300;"US";"Sim";"US";"L"
2022;"SE";"FT";"Data Scientist";158200;"US";"Sim";"US";"L"
2022;"SE";"FT";"Data Engineer";209100;"US";"Sim";"US";"L"
2022;"SE";"FT";"Data Engineer";154600;"US";"Sim";"US";"L"
2022;"SE";"FT";"Data Analyst";115934;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Analyst";81666;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Engineer";175000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Engineer";98158;"GB";"Não";"GB";"M"
2022;"MI";"FT";"Data Analyst";58000;"US";"Não";"US";"S"
2022;"SE";"FT";"Data Engineer";183600;"US";"Sim";"US";"L"
2022;"MI";"FT";"Data Analyst";52351;"GB";"Sim";"GB";"M"
2022;"SE";"FT";"Data Scientist";180000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Scientist";71982;"GB";"Não";"GB";"M"
2022;"MI";"FT";"Data Scientist";45807;"GB";"Não";"GB";"M"
2022;"MI";"FT";"Data Engineer";65949;"GR";"Sim";"GR";"M"
2022;"MI";"FT";"Data Engineer";49461;"GR";"Sim";"GR";"M"
2022;"MI";"FT";"Data Engineer";78526;"GB";"Sim";"GB";"M"
2022;"MI";"FT";"Data Engineer";58894;"GB";"Sim";"GB";"M"
2022;"SE";"FT";"Data Scientist";260000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Science Engineer";60000;"AR";"Sim";"MX";"L"
2022;"MI";"FT";"Data Engineer";63900;"US";"Não";"US";"M"
2022;"MI";"FT";"Machine Learning Scientist";160000;"US";"Sim";"US";"L"
2022;"MI";"FT";"Machine Learning Scientist";112300;"US";"Sim";"US";"L"
2022;"MI";"FT";"Data Science Manager";241000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Science Manager";159000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";180000;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Scientist";80000;"US";"Não";"US";"M"
2022;"MI";"FT";"Data Engineer";82900;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Engineer";100800;"US";"Sim";"US";"L"
2022;"MI";"FT";"Data Engineer";49461;"ES";"Sim";"ES";"M"
2022;"SE";"FT";"Data Scientist";140400;"US";"Não";"US";"L"
2022;"MI";"FT";"Data Analyst";39263;"GB";"Sim";"GB";"M"
2022;"MI";"FT";"Data Analyst";43966;"ES";"Sim";"ES";"M"
2022;"MI";"FT";"Data Analyst";32974;"ES";"Sim";"ES";"M"
2022;"MI";"FT";"Data Engineer";87932;"ES";"Sim";"ES";"M"
2022;"MI";"FT";"Data Engineer";76940;"ES";"Sim";"ES";"M"
2022;"MI";"FT";"Data Engineer";104702;"GB";"Sim";"GB";"M"
2022;"MI";"FT";"Data Engineer";91614;"GB";"Sim";"GB";"M"
2022;"MI";"FT";"Data Engineer";65949;"ES";"Sim";"ES";"M"
2022;"MI";"FT";"Data Engineer";87932;"GR";"Sim";"GR";"M"
2022;"SE";"FT";"Machine Learning Engineer";189650;"US";"Não";"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";164996;"US";"Não";"US";"M"
2022;"MI";"FT";"Data Analyst";43966;"GR";"Sim";"GR";"M"
2022;"MI";"FT";"Data Analyst";32974;"GR";"Sim";"GR";"M"
2022;"MI";"FT";"Data Engineer";98158;"GB";"Sim";"GB";"M"
2022;"MI";"FT";"Data Engineer";78526;"GB";"Sim";"GB";"M"
2022;"SE";"FT";"Data Scientist";215300;"US";"Não";"US";"L"
2022;"MI";"FT";"Data Engineer";76940;"GR";"Sim";"GR";"M"
2022;"SE";"FT";"Data Engineer";209100;"US";"Sim";"US";"L"
2022;"SE";"FT";"Data Engineer";154600;"US";"Sim";"US";"L"
2022;"SE";"FT";"Data Engineer";180000;"US";"Sim";"US";"M"
2022;"EN";"FT";"ML Engineer";21983;"PT";"Sim";"PT";"L"
2022;"SE";"FT";"Data Engineer";80000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Machine Learning Developer";78791;"CA";"Sim";"CA";"M"
2022;"EX";"FT";"Director of Data Science";196979;"CA";"Parcial";"CA";"L"
2022;"MI";"FT";"Machine Learning Engineer";120000;"US";"Sim";"US";"S"
2022;"EN";"FT";"Computer Vision Engineer";125000;"US";"Não";"US";"M"
2022;"MI";"FT";"NLP Engineer";37236;"US";"Parcial";"US";"L"
2022;"SE";"FT";"Data Engineer";105000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Lead Machine Learning Engineer";87932;"DE";"Não";"DE";"M"
2022;"MI";"FT";"Business Data Analyst";18442;"IN";"Sim";"IN";"M"
2022;"MI";"FT";"Data Scientist";31615;"IN";"Sim";"IN";"L"
2022;"MI";"FT";"Machine Learning Infrastructure Engineer";58255;"PT";"Parcial";"PT";"L"
2022;"EN";"FT";"Financial Data Analyst";100000;"US";"Parcial";"US";"L"
2022;"MI";"PT";"Data Engineer";54957;"DE";"Parcial";"DE";"L"
2022;"EN";"FT";"Data Scientist";18442;"IN";"Sim";"IN";"M"
2022;"SE";"FT";"Principal Data Scientist";162674;"DE";"Sim";"DE";"M"
2022;"EN";"FT";"Data Engineer";120000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Research Scientist";144000;"US";"Parcial";"US";"L"
2022;"SE";"FT";"Data Scientist";104890;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";100000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";140000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Analyst";135000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Analyst";50000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";220000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";140000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Scientist";183228;"GB";"Não";"GB";"M"
2022;"MI";"FT";"Data Scientist";91614;"GB";"Não";"GB";"M"
2022;"SE";"FT";"Data Scientist";185100;"US";"Sim";"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";220000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Scientist";200000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Scientist";120000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";120000;"AE";"Sim";"AE";"S"
2022;"SE";"FT";"Machine Learning Engineer";65000;"AE";"Sim";"AE";"S"
2022;"EX";"FT";"Data Engineer";324000;"US";"Sim";"US";"M"
2022;"EX";"FT";"Data Engineer";216000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";210000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";120000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";230000;"US";"Sim";"US";"M"
2022;"EN";"PT";"Data Scientist";100000;"DZ";"Parcial";"DZ";"M"
2022;"MI";"FL";"Data Scientist";100000;"CA";"Sim";"US";"M"
2022;"EN";"CT";"Applied Machine Learning Scientist";31875;"TN";"Sim";"CZ";"M"
2022;"SE";"FT";"Head of Data";200000;"MY";"Sim";"US";"M"
2022;"MI";"FT";"Principal Data Analyst";75000;"CA";"Sim";"CA";"S"
2022;"MI";"FT";"Data Scientist";35590;"PL";"Sim";"PL";"L"
2022;"SE";"FT";"Machine Learning Developer";78791;"CA";"Sim";"CA";"M"
2022;"SE";"FT";"Data Scientist";100000;"BR";"Sim";"US";"M"
2022;"MI";"FT";"Machine Learning Scientist";153000;"US";"Parcial";"US";"M"
2022;"EN";"FT";"Data Engineer";58035;"PK";"Sim";"DE";"M"
2022;"SE";"FT";"Data Scientist";165000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Research Scientist";93427;"FR";"Parcial";"FR";"L"
2022;"EN";"FT";"Data Scientist";52396;"CA";"Sim";"CA";"L"
2022;"SE";"FT";"Machine Learning Engineer";62651;"NL";"Sim";"NL";"L"
2022;"MI";"FT";"Head of Data";32974;"EE";"Sim";"EE";"S"
2022;"EN";"FT";"Data Scientist";40000;"JP";"Sim";"MY";"L"
2022;"MI";"FT";"Machine Learning Engineer";87425;"AU";"Sim";"AU";"L"
2022;"SE";"FT";"Data Engineer";115000;"US";"Sim";"US";"M"
2022;"EN";"FT";"Data Scientist";86703;"AU";"Parcial";"AU";"M"
2022;"MI";"FT";"Applied Machine Learning Scientist";75000;"BO";"Sim";"US";"L"
2022;"MI";"FT";"Research Scientist";64849;"AT";"Não";"AT";"L"
2022;"EN";"FT";"Research Scientist";120000;"US";"Sim";"US";"L"
2022;"MI";"FT";"Applied Data Scientist";157000;"US";"Sim";"US";"L"
2022;"EN";"FT";"Computer Vision Software Engineer";150000;"AU";"Sim";"AU";"S"
2022;"MI";"FT";"Business Data Analyst";70912;"CA";"Parcial";"CA";"L"
2022;"EN";"FT";"Data Engineer";65000;"US";"Sim";"US";"S"
2022;"SE";"FT";"Machine Learning Engineer";71444;"IE";"Sim";"IE";"S"
2022;"EN";"FT";"Data Analytics Engineer";20000;"PK";"Não";"PK";"M"
2022;"MI";"FT";"Data Scientist";48000;"RU";"Sim";"US";"S"
2022;"SE";"FT";"Data Science Manager";152500;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Engineer";68147;"FR";"Sim";"FR";"M"
2022;"MI";"FT";"Data Scientist";122346;"CH";"Não";"CH";"L"
2022;"SE";"FT";"Applied Data Scientist";380000;"US";"Sim";"US";"L"
2022;"MI";"FT";"Data Scientist";69336;"CA";"Sim";"CA";"M"
2022;"EN";"FT";"Computer Vision Engineer";10000;"PT";"Sim";"LU";"M"
2022;"MI";"FT";"Data Analyst";20000;"GR";"Sim";"GR";"S"
2022;"SE";"FT";"Data Analytics Lead";405000;"US";"Sim";"US";"L"
2022;"MI";"FT";"Data Scientist";135000;"US";"Sim";"US";"L"
2022;"SE";"FT";"Applied Data Scientist";177000;"US";"Sim";"US";"L"
2022;"MI";"FT";"Data Scientist";78000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";135000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";100000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";90320;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Analyst";85000;"CA";"Não";"CA";"M"
2022;"MI";"FT";"Data Analyst";75000;"CA";"Não";"CA";"M"
2022;"SE";"FT";"Machine Learning Engineer";214000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Machine Learning Engineer";192600;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Architect";266400;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Architect";213120;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";112900;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";155000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Scientist";141300;"US";"Não";"US";"M"
2022;"MI";"FT";"Data Scientist";102100;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Analyst";115934;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";81666;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Engineer";206699;"US";"Não";"US";"M"
2022;"MI";"FT";"Data Engineer";99100;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Engineer";130000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";115000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";110500;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";130000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";99050;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";160000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";205300;"US";"Não";"US";"L"
2022;"SE";"FT";"Data Scientist";140400;"US";"Não";"US";"L"
2022;"SE";"FT";"Data Scientist";176000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";144000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";200100;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";160000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";145000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";70500;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Scientist";205300;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Scientist";140400;"US";"Não";"US";"M"
2022;"SE";"FT";"Analytics Engineer";205300;"US";"Não";"US";"M"
2022;"SE";"FT";"Analytics Engineer";184700;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Engineer";175100;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";140250;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";116150;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";54000;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Analyst";170000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Analyst";65438;"GB";"Não";"GB";"M"
2022;"SE";"FT";"Data Analyst";80000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";140000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";210000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";140000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";100000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";69000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";210000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";140000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";210000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";150075;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";100000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";25000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";126500;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";106260;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";220110;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";160080;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";105000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";110925;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Analyst";45807;"GB";"Não";"GB";"M"
2022;"SE";"FT";"Data Scientist";140000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";99000;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Analyst";60000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Architect";192564;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Architect";144854;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";230000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";150000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analytics Manager";150260;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analytics Manager";109280;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Scientist";210000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";170000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Scientist";160000;"US";"Sim";"US";"M"
2022;"MI";"FT";"Data Scientist";130000;"US";"Sim";"US";"M"
2022;"EN";"FT";"Data Analyst";67000;"CA";"Não";"CA";"M"
2022;"EN";"FT";"Data Analyst";52000;"CA";"Não";"CA";"M"
2022;"SE";"FT";"Data Engineer";154000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Engineer";126000;"US";"Sim";"US";"M"
2022;"SE";"FT";"Data Analyst";129000;"US";"Não";"US";"M"
2022;"SE";"FT";"Data Analyst";150000;"US";"Sim";"US";"M"
2022;"MI";"FT";"AI Scientist";200000;"IN";"Sim";"US";"L"
